;OPER_DATE;CREDIT_ACCOUNT_RK;DEBET_ACCOUNT_RK;CREDIT_AMOUNT;DEBET_AMOUNT
539;2018-01-09;10006159;13630;35911.06;25343.62
540;2018-01-09;409685020;13630;1487.9;82306.66
541;2018-01-09;10006159;13630;62544.32;3893.98
542;2018-01-09;1761691;13630;93911.49;96887.63
543;2018-01-09;8736635;13630;19610.32;57774.07
544;2018-01-09;10006159;13630;41444.87;27606.72
545;2018-01-09;1761691;13630;16432.57;35492.35
546;2018-01-09;13630;17436;58350.21;96096.85
547;2018-01-09;393808409;17436;1594.11;54127.26
548;2018-01-09;409685020;13630;95317.53;3628.37
549;2018-01-09;15698716;13630;61354.24;78678.43
550;2018-01-09;34156914;34156728;89526.19;48758.28
551;2018-01-09;393808409;17436;55591.96;58981.4
552;2018-01-09;303427410;13630;33096.05;64744.53
553;2018-01-09;17436;30277;36035.5;67333.28
554;2018-01-09;10006159;13630;73942.38;17007.14
555;2018-01-09;15698716;13630;46687.71;4055.02
556;2018-01-09;13630;17434;25904.37;90884.23
557;2018-01-09;13632;14138;40434.56;82503.91
558;2018-01-09;393808409;17436;3067;80444.43
559;2018-01-09;17436;13630;58163.47;42884.79
560;2018-01-09;10006159;13630;94651.05;34143.62
561;2018-01-09;13630;17436;51627.67;42487.96
562;2018-01-09;10006159;13630;61297.99;48933.15
563;2018-01-09;1761691;13630;26172;23433.86
564;2018-01-09;393808409;1972647;44958.68;20432.65
565;2018-01-09;409685020;13630;39313.85;76473.66
566;2018-01-09;1648686;13630;45622.14;91503.01
567;2018-01-09;1761691;13630;84325.02;34583.95
568;2018-01-09;10006159;13630;47051.18;98579.82
569;2018-01-09;10006159;13630;71227.26;67853.87
570;2018-01-09;4243715;13630;13894.78;66298.03
571;2018-01-09;13985;13630;61829.09;67349.24
572;2018-01-09;393808409;17436;18490.95;56867.13
573;2018-01-09;409685020;13630;17996.26;61417.21
574;2018-01-09;2639288;13630;76541.28;59757.58
575;2018-01-09;409685020;13630;97012.05;89968.58
576;2018-01-09;393808409;1972647;37772;12981.92
577;2018-01-09;409685020;13630;21166.39;50824.17
578;2018-01-09;10006159;13630;97691.43;81763.96
579;2018-01-09;393808409;17436;82415.25;78054.74
580;2018-01-09;434141714;13630;85177.17;75349.35
581;2018-01-09;13630;17436;43806.94;19564.52
582;2018-01-09;10006159;13630;8510.16;31012.73
583;2018-01-09;10006159;13630;38638.97;72955.55
584;2018-01-09;73311876;13630;89464.04;11661.81
585;2018-01-09;168169085;13630;50357.78;16961.77
586;2018-01-09;393808409;17436;46742.46;19992.56
587;2018-01-09;1761691;13630;10234.03;13142
588;2018-01-09;8736635;13630;91010.75;69623.94
589;2018-01-09;30277;13630;3905.17;37839.27
590;2018-01-09;529752089;13630;8690.74;23184.06
591;2018-01-09;17436;13630;13402.44;82730.68
592;2018-01-09;393808409;17436;33414.57;60480.24
593;2018-01-09;409685020;13630;27297.84;43313.57
594;2018-01-09;409685020;13630;73266.97;66740.27
595;2018-01-09;10006159;13630;12638.69;32228.36
596;2018-01-09;409685020;13630;73929.17;15034.2
597;2018-01-09;127503341;13630;87418.39;22404.93
598;2018-01-09;12048338;13630;97310.76;468.06
599;2018-01-09;10006159;13630;40304.79;7954.99
600;2018-01-09;13985;13630;68528.94;68354.05
601;2018-01-09;409685020;13630;78378.99;23283.74
602;2018-01-09;2639288;13630;79750.14;7246.09
603;2018-01-09;2682058;13632;3110.58;28782.75
604;2018-01-09;529686622;312741916;82605.85;25071.56
605;2018-01-09;13985;13630;88663.44;6382.16
606;2018-01-09;409685020;13630;4948.02;95817.7
607;2018-01-09;13630;34157174;60785.42;18591.74
608;2018-01-09;1648686;13630;35829.59;71104.78
609;2018-01-09;393808409;17244;62878.1;81777.13
610;2018-01-09;409685020;13630;97753;51277.66
611;2018-01-09;30277;13630;5183.91;63393.21
612;2018-01-09;10006159;13630;26696.02;37776.18
613;2018-01-09;1761691;13630;39366.71;44053.22
614;2018-01-09;13985;13630;20460.62;50538.83
615;2018-01-09;13985;13630;21096.98;59539.69
616;2018-01-09;67304576;13630;37977.98;82284.16
617;2018-01-09;393808409;30277;61123.01;88440.88
618;2018-01-09;10006159;13630;30430.15;16513.02
619;2018-01-09;527445088;13632;11513.43;16020.42
620;2018-01-09;13630;17436;85551.8;15961.28
621;2018-01-09;15698716;13630;49695.74;78214.99
622;2018-01-09;10006159;13630;62557.97;73424.11
623;2018-01-09;1761691;13630;50820.1;9758.76
624;2018-01-09;10006159;13630;86138.98;50296.49
625;2018-01-09;1761691;13630;4182.06;95063.76
626;2018-01-09;393808409;17436;51745.72;45488.71
627;2018-01-09;10006159;13630;71348.2;95224.96
628;2018-01-09;10006159;13630;6130.23;17745.7
629;2018-01-09;10006159;13630;67336.96;210.76
630;2018-01-09;1761691;13630;57784.92;24207.56
631;2018-01-09;17436;13630;88322.44;20583.84
632;2018-01-09;393808409;17436;7355.71;49786.45
633;2018-01-09;10006159;13630;94823.04;35378.16
634;2018-01-09;13985;13630;12330.72;72298.84
635;2018-01-09;37051;13630;34612.16;21381.39
636;2018-01-09;8736635;13630;87066.06;12573.83
637;2018-01-09;41529;13630;59992.12;60310.97
638;2018-01-09;409685020;13630;24701.76;56004.01
639;2018-01-09;17436;17437;73151.97;12835
640;2018-01-09;311161686;13630;88072.67;43548.77
641;2018-01-09;409685020;13630;39116.98;72206.34
642;2018-01-09;6077138;13630;96027.53;92445.18
643;2018-01-09;13630;17436;54764.65;44108.21
644;2018-01-09;10006159;13630;29.85;28459.98
645;2018-01-09;393808409;30277;88651.64;88215.06
646;2018-01-09;409685020;13630;40720.59;99835.86
647;2018-01-09;409685020;13630;36604.25;92907.51
648;2018-01-09;168169085;13630;65747.73;44518.78
649;2018-01-09;17436;17244;13593.15;74888.69
650;2018-01-09;1761691;13630;45722.95;85432.26
651;2018-01-09;1761691;13630;31140.15;73205.04
652;2018-01-09;17436;17434;62870.32;64174.19
653;2018-01-09;1761691;13630;55374.72;76447.49
654;2018-01-09;10006159;13630;1492.72;44500.16
655;2018-01-09;311161119;13631;8059.96;94202.9
656;2018-01-09;434141714;13630;61294.47;6453.94
657;2018-01-09;15698716;13630;72417.1;53812.45
658;2018-01-09;409685020;13630;16652.74;43087.08
659;2018-01-09;13985;13630;64692.05;7385.57
660;2018-01-09;451932940;13630;78246.43;83474.68
661;2018-01-09;13985;13630;23593.22;53051.31
662;2018-01-09;409685020;13630;72134.71;71216.41
663;2018-01-09;1761691;13630;14288.9;52813.79
664;2018-01-09;8736635;13630;57092.61;73585.28
665;2018-01-09;311161703;13632;35199.66;70424.71
666;2018-01-09;312741916;17436;41436.27;4292.12
667;2018-01-09;393808409;17436;86040.04;50942.99
668;2018-01-09;10006159;13630;7722.96;94491.7
669;2018-01-09;409685020;13630;48653.83;97520.25
670;2018-01-09;393808409;17436;36945.34;62824.6
671;2018-01-09;10006159;13630;38311.11;61324.32
672;2018-01-09;409685020;13630;34913.92;61068.74
673;2018-01-09;13985;13630;42027.51;57373.33
674;2018-01-09;10006159;13630;42922.95;1296.3
675;2018-01-09;13883;17436;293.08;43994.16
676;2018-01-09;8736635;13630;27993.46;37186.38
677;2018-01-09;1761691;13630;27940;17857.65
678;2018-01-09;393808409;17436;56648.67;45429.05
679;2018-01-09;1761691;13630;26018.83;19962.94
680;2018-01-09;13630;17436;37759.46;90574.38
681;2018-01-09;409685020;13630;46872.2;42928.99
682;2018-01-09;10006159;13630;48792.28;94099.99
683;2018-01-09;409685020;13630;45145.89;69017.42
684;2018-01-09;409685020;13630;945.64;21070.93
685;2018-01-09;409685020;13630;51332.7;53598.09
686;2018-01-09;17436;13630;5911.69;3003.16
687;2018-01-09;393808409;17132;68709.89;13160.35
688;2018-01-09;13630;17436;44543.42;65620.74
689;2018-01-09;409685020;13630;10424.64;15057.66
690;2018-01-09;1789424;13630;72512.72;14581.98
691;2018-01-09;8736635;13630;96807.95;85086.08
692;2018-01-09;528641685;13630;10771.65;63139.66
693;2018-01-09;10006159;13630;88282.37;98084.94
694;2018-01-09;13630;17436;49721.16;12058.87
695;2018-01-09;34156914;34156728;70905.93;45482.42
696;2018-01-09;409684688;13632;85066.08;95526.03
697;2018-01-09;393808409;30277;40449.24;85737.62
698;2018-01-09;37051;13630;56924.6;83457
699;2018-01-09;409685020;13630;30341.74;35859.56
700;2018-01-09;311159924;13630;82139.67;93360.21
701;2018-01-09;13630;17436;10971.42;48834.64
702;2018-01-09;434141714;13630;4299.46;69002.96
703;2018-01-09;409684688;13632;57154.52;72536.88
704;2018-01-09;13985;13630;2807.11;38364.64
705;2018-01-09;8736635;13630;32915.31;29161.39
706;2018-01-09;311159924;13630;60011.02;22826.78
707;2018-01-09;10006159;13630;5049.01;48531.12
708;2018-01-09;13985;13630;53714.04;35154.57
709;2018-01-09;8736635;13630;41013.92;98513.44
710;2018-01-09;17439;17132;6158.86;16051.82
711;2018-01-09;10006159;13630;14499.85;86011.72
712;2018-01-09;409685020;13630;16596.96;91781.94
713;2018-01-09;8736635;13630;39335.71;62836.28
714;2018-01-09;409685020;13630;86460.15;99051.63
715;2018-01-09;529815156;13631;49019.91;26683.09
716;2018-01-09;48182547;13630;58980.95;21396.06
717;2018-01-09;1761691;13630;63892.29;76812.17
718;2018-01-09;1761691;13630;83584.94;53962.47
719;2018-01-09;17436;13630;57622.96;13578.77
720;2018-01-09;1761691;13630;1504.3;21197.68
721;2018-01-09;409685020;13630;27246.33;9732.19
722;2018-01-09;528641685;13630;34885.65;75954.95
723;2018-01-09;17436;13630;94013.54;38780.12
724;2018-01-09;409685020;13630;30680.59;81463.16
725;2018-01-09;10006159;13630;84251.06;63083.46
726;2018-01-09;8736635;13630;99508.82;44841.59
727;2018-01-09;1761691;13630;21871.28;98736.63
728;2018-01-09;311161410;13632;85142.15;50307.12
729;2018-01-09;409685020;13630;11670.92;90759.61
730;2018-01-09;13630;17436;68054.59;6174.43
731;2018-01-09;1761691;13630;99219.98;61788.06
732;2018-01-09;37051;13630;59760.7;96807.6
733;2018-01-09;393808409;30277;5973.56;43595.96
734;2018-01-09;10006159;13630;76789.25;62671.97
735;2018-01-09;41529;13630;62109.89;55218.34
736;2018-01-09;1761691;13630;56352.24;68260.25
737;2018-01-09;393808409;17436;8245.63;41044.51
738;2018-01-09;393808409;17436;92006.77;8513.38
739;2018-01-09;393808409;17436;24791.84;47277.55
740;2018-01-09;1761691;13630;73245.1;23586.77
741;2018-01-09;393808409;17436;25919.74;85968.98
742;2018-01-09;409685020;13630;43893.22;70891.19
743;2018-01-09;4243715;13630;25419.72;44123.1
744;2018-01-09;17436;1972647;71703.18;75563.21
745;2018-01-09;409685020;13630;67571.78;51639.53
746;2018-01-09;393808409;17436;60136.89;56842.94
747;2018-01-09;529814231;13631;75366.83;61264.99
748;2018-01-09;17436;30277;18005.28;33219.88
749;2018-01-09;13630;17436;53328.15;11674.89
750;2018-01-09;393059420;13632;38626.92;56123.42
751;2018-01-09;393808409;17436;93998.46;87032.83
752;2018-01-09;17436;30277;49723.41;92496.69
753;2018-01-09;34156914;34156728;4127.96;91515.59
754;2018-01-09;393808409;36213979;53354.97;46663.13
755;2018-01-09;17436;17244;46014.17;58387.26
756;2018-01-09;13630;17436;73893.89;37590.66
757;2018-01-09;30277;13630;76728.59;11947.81
758;2018-01-09;1761691;13630;77065.62;24639.7
759;2018-01-09;15698716;13630;5911.17;31463.88
760;2018-01-09;17436;1972647;72370.81;73545.34
761;2018-01-09;30277;13630;95235.49;36926.14
762;2018-01-09;10006159;13630;19514.91;37476.72
763;2018-01-09;409685020;13630;16483.33;74357.52
764;2018-01-09;393808409;30277;1480.13;61573.78
765;2018-01-09;12048338;13630;52719.4;30633.69
766;2018-01-09;1648686;13630;64636.81;18790.3
767;2018-01-09;13630;17436;34310.38;22968.52
768;2018-01-09;10006159;13630;16083.46;30047.7
769;2018-01-09;409685020;13630;77484.56;97248.19
770;2018-01-09;10006159;13630;17554.32;71433.89
771;2018-01-09;13630;17436;2510.36;45597.08
772;2018-01-09;30277;13630;13153.87;44300.37
773;2018-01-09;1761691;13630;63587.34;37202.51
774;2018-01-09;311159924;13630;81482.64;81278
775;2018-01-09;67304576;13630;92728.87;90376.09
776;2018-01-09;1761691;13630;6765.23;48563.64
777;2018-01-09;409685020;13630;48601.03;58141.83
778;2018-01-09;1761691;13630;93600.14;10481.79
779;2018-01-09;1761691;13630;61390.36;51203.55
780;2018-01-09;393808409;17436;54070.47;56847.36
781;2018-01-09;409685020;13630;22149.28;17991.78
782;2018-01-09;409685020;13630;65453.43;80324.56
783;2018-01-09;409685020;13630;81355.77;89977.35
784;2018-01-09;434141714;13630;67638.36;54213.15
785;2018-01-09;13632;14138;9196;94619.94
786;2018-01-09;8736635;13630;96073.59;8421.53
787;2018-01-09;13985;13630;77060.96;85524.67
788;2018-01-09;10006159;13630;17845.72;58822.82
789;2018-01-09;528641685;13630;74128.65;997.55
790;2018-01-09;393806608;17436;18754.71;9212.21
791;2018-01-09;1761691;13630;64733.61;8245.36
792;2018-01-09;17436;13630;10137.41;1320.43
793;2018-01-09;30277;13630;88775.52;58236.95
794;2018-01-09;529815199;17439;29272.09;95700.74
795;2018-01-09;10006159;13630;74172.06;70153.93
796;2018-01-09;10006159;13630;86895.06;99633.84
797;2018-01-09;1761691;13630;15239.97;83007.74
798;2018-01-09;393808409;17436;51758.45;83866.13
799;2018-01-09;10006159;13630;35574.43;80792.22
800;2018-01-09;393808409;17436;98513.52;72783.33
801;2018-01-09;1761691;13630;31822.45;77556.23
802;2018-01-09;15698716;13630;89699.53;69789.83
803;2018-01-09;10006159;13630;75900.76;24610.94
804;2018-01-09;26899;17437;7386.46;22729.69
805;2018-01-09;68423997;13632;59139.39;12354.85
806;2018-01-09;10006159;13630;19693.99;26123.96
807;2018-01-09;1761691;13630;59448.91;64207.88
808;2018-01-09;311159924;13630;58167.79;10924.8
809;2018-01-09;409685020;13630;76228.72;94725.51
810;2018-01-09;393808409;17436;76025.29;55527.84
811;2018-01-09;311161686;13630;60131.29;54533.41
812;2018-01-09;393808409;30277;53846.99;24435.97
813;2018-01-09;13985;13630;77627.68;47832.04
814;2018-01-09;8736635;13630;92287.66;12635.39
815;2018-01-09;10006159;13630;66316.89;16359.24
816;2018-01-09;10006159;13630;31606.16;5951.1
817;2018-01-09;393808409;17434;78553.79;8454.24
818;2018-01-09;10006159;13630;79002.04;40634.37
819;2018-01-09;393808409;17436;32856.31;17523.88
820;2018-01-09;1761691;13630;24050.12;47914.91
821;2018-01-09;529752075;17436;70591.8;48966.08
822;2018-01-09;1761691;13630;21824.7;33620.97
823;2018-01-09;1761691;13630;34361.81;45062.85
824;2018-01-09;10006159;13630;10558.64;91468.69
825;2018-01-09;10006159;13630;77733.26;27783.74
826;2018-01-09;1761691;13630;39393.97;95705.72
827;2018-01-09;10006159;13630;35325.64;52360.52
828;2018-01-09;17436;13630;97219.3;9450.13
829;2018-01-09;1761691;13630;25388.28;81987.19
830;2018-01-09;393808409;17436;82425.22;42217.66
831;2018-01-09;13985;13630;40970.18;38992.62
832;2018-01-09;17436;13630;28680.79;37693.18
833;2018-01-09;1761691;13630;20809.1;98696.03
834;2018-01-09;1761691;13630;66758.33;92305.22
835;2018-01-09;1761691;13630;81731.76;82217.92
836;2018-01-09;17132;17436;58839.71;46820.52
837;2018-01-09;409685020;13630;43691.59;97849.99
838;2018-01-09;409685020;13630;89148.81;94493.1
839;2018-01-09;12048338;13630;99596.27;64405.64
840;2018-01-09;10006159;13630;15904.66;55360.94
841;2018-01-09;409685020;13630;75615.79;31681.63
842;2018-01-09;10006159;13630;8341.1;1642.53
843;2018-01-09;393808409;17437;68719.75;28825.46
844;2018-01-09;73311876;13630;15401.24;3942.06
845;2018-01-09;409685020;13630;90441.43;61427.25
846;2018-01-09;409685020;13630;82852.02;73826.49
847;2018-01-09;34157147;13631;56516.49;52730.92
848;2018-01-09;17436;13630;85608.09;91400.9
849;2018-01-09;13985;13630;47662.11;88583.03
850;2018-01-09;393808409;17434;25926.19;16093.57
851;2018-01-09;18880783;13630;27280.77;69398.35
852;2018-01-09;8736635;13630;38289.22;21424.85
853;2018-01-09;10006159;13630;25633.73;28542.78
854;2018-01-09;1761691;13630;90198.82;34921.9
855;2018-01-09;15698716;13630;16766.15;13123.96
856;2018-01-09;15698716;13630;64811.07;1004.06
857;2018-01-09;1761691;13630;13668.82;90766.32
858;2018-01-09;305763419;13630;43860.19;9689.93
859;2018-01-09;8736635;13630;67818.08;44082.03
860;2018-01-09;73311876;13630;41635.24;11250.53
861;2018-01-09;12048338;13630;60123.28;49610.35
862;2018-01-09;409685020;13630;66131.7;38248.25
863;2018-01-09;92629528;13630;34948.83;44447.8
864;2018-01-09;10006159;13630;38221.42;91353.7
865;2018-01-09;17436;13630;86433.02;15075
866;2018-01-09;15698716;13630;10586.67;26877.04
867;2018-01-09;10006159;13630;33803.99;54193.88
868;2018-01-09;13985;13630;76785.79;1249.52
869;2018-01-09;2682058;13632;60224.41;98539.92
870;2018-01-09;10006159;13630;36564.43;85485.9
871;2018-01-09;13685;13632;41949.42;80212.31
872;2018-01-09;1761691;13630;4946.13;4110.26
873;2018-01-09;1761691;13630;52193.57;26712.21
874;2018-01-09;393806608;17436;83516.42;24334.57
875;2018-01-09;92629528;13630;96812.95;27243.33
876;2018-01-09;92629528;13630;2651.42;7785.39
877;2018-01-09;17436;13630;38193.38;92057.89
878;2018-01-09;10006159;13630;54341.83;62229.61
879;2018-01-09;13985;13630;13846.15;76510.64
880;2018-01-09;311161703;13632;12778.54;12066.75
881;2018-01-09;529751921;13632;43617.78;785.49
882;2018-01-09;1761691;13630;61798.95;50570.14
883;2018-01-09;10006159;13630;67317.84;41596.86
884;2018-01-09;409685020;13630;2253.58;73893.24
885;2018-01-09;92629528;13630;89306.24;80424.62
886;2018-01-09;10006159;13630;95175.84;9767.5
887;2018-01-09;409685020;13630;24294.34;46581.37
888;2018-01-09;8736635;13630;15360.79;12316.85
889;2018-01-09;2682058;13632;76322.56;49648.12
890;2018-01-09;393808409;17436;62582.82;31761.78
891;2018-01-09;1761691;13630;71691.13;40872.84
892;2018-01-09;529815183;13631;99139.08;24626.4
893;2018-01-09;6093814;13630;7132.89;64928.5
894;2018-01-09;311161703;13632;89106.65;47650.14
895;2018-01-09;48182547;13630;30704.51;89564.33
896;2018-01-09;8736635;13630;13316.27;3842.19
897;2018-01-09;17436;1235426;99325.41;98363.38
898;2018-01-09;8736635;13630;36056.04;9267.26
899;2018-01-09;48182547;13630;21809.17;7199.71
900;2018-01-09;1761691;13630;78003.5;41499.81
901;2018-01-09;1761691;13630;7136.83;78692.26
902;2018-01-09;1761691;13630;34102.07;21107.28
903;2018-01-09;1761691;13630;73824.7;18012.21
904;2018-01-09;409685020;13630;20102.24;14515.94
905;2018-01-09;10006159;13630;41706.02;16924.65
906;2018-01-09;409685020;13630;93991.39;85537.28
907;2018-01-09;1761691;13630;17383.48;11917.62
908;2018-01-09;10006159;13630;36693.15;50750.67
909;2018-01-09;529813253;13630;65713.99;50905.59
910;2018-01-09;393808409;17436;98220.28;98022.35
911;2018-01-09;10006159;13630;31161.19;15569.85
912;2018-01-09;247574036;13630;77735.43;88631.65
913;2018-01-09;4243715;13630;78788;31231.88
914;2018-01-09;393808409;17436;19034.76;46103.51
915;2018-01-09;10006159;13630;53781.08;93364.28
916;2018-01-09;409685020;13630;53816.66;83459.39
917;2018-01-09;1761691;13630;28340.38;96684.89
918;2018-01-09;8736635;13630;52869.06;45515.82
919;2018-01-09;393059422;13631;58885.05;19241.32
920;2018-01-09;41529;13630;39142.34;48838.91
921;2018-01-09;10006159;13630;81853.15;83098.03
922;2018-01-09;393808409;17436;33187.42;48087.99
923;2018-01-09;409685020;13630;1481.95;50009.43
924;2018-01-09;10006159;13630;54592.86;65039.4
925;2018-01-09;393808409;17436;49268.97;34276.32
926;2018-01-09;409685020;13630;7289.62;52970.36
927;2018-01-09;1761691;13630;22769.56;55738.93
928;2018-01-09;10006159;13630;30131.46;85924.83
929;2018-01-09;409685020;13630;9924.14;53136.83
930;2018-01-09;1761691;13630;67210.79;27605.77
931;2018-01-09;2718489;13630;11376.49;73918.9
932;2018-01-09;311159924;13630;97975.33;70046.4
933;2018-01-09;409684249;13632;13609.54;46860.45
934;2018-01-09;409685020;13630;31053.1;76268.53
935;2018-01-09;393808409;17436;31158.94;75835.5
936;2018-01-09;1761691;13630;99589.58;47567.14
937;2018-01-09;45865;13632;34003.62;31407.7
938;2018-01-09;92629528;13630;46110.34;32643.14
939;2018-01-09;92629528;13630;65579.28;32328.3
940;2018-01-09;409685020;13630;53671.05;28056.97
941;2018-01-09;37051;13630;65508.2;26324.38
942;2018-01-09;15698716;13630;99073.86;76550.64
943;2018-01-09;529815173;13631;49103.21;83948.12
944;2018-01-09;17436;13630;69384.21;38264.52
945;2018-01-09;393808409;17436;49821.73;20079.86
946;2018-01-09;10006159;13630;73121.59;70261.55
947;2018-01-09;10006159;13630;93160.22;37117.67
948;2018-01-09;15698716;13630;18885.31;95462.7
949;2018-01-09;409684688;13632;29958.48;64240.52
950;2018-01-09;10006159;13630;24356.52;32640.9
951;2018-01-09;409684153;13907;25844.92;54182.44
952;2018-01-09;311161703;13632;12606.54;83272.6
953;2018-01-09;393808409;17436;65684.02;53399.96
954;2018-01-09;15698716;13630;85613.5;88348.85
955;2018-01-09;18112;13630;88067.22;83802.51
